59,2020,036084,,,1,43-493000,            Warehousing & Storage,"3,400","3,300","3,300","3,300","3,300","3,300","3,200","3,200","3,100","3,000","3,100","3,100","3,000","3,000","3,000","3,100","3,100","3,100","3,100","3,100","3,100","3,100","3,100","3,100","3,000","3,100","3,000","3,000","3,000","3,100","3,000","3,000","3,100","3,100","3,100","3,100","3,000","3,000","3,000","3,100","3,100","3,200","3,200","3,200","3,200","3,300","3,300","3,200","3,200","3,200","3,200","3,200","3,200","3,200","3,200","3,300","3,300","3,600","3,700","3,700","3,700","3,800","3,800","3,800","3,900","3,900","3,900","3,800","3,800","3,900","4,000","4,000","4,100","4,200","4,200","4,300","4,300","4,400","4,500","4,600","4,600","4,800","4,900","5,100","5,100","5,100","5,100","5,100","5,200","5,200","5,300","5,400","5,400","5,500","5,800","5,900","5,700","5,700","5,600","5,700","5,700","5,800","6,000","6,000","6,100","6,200","6,400","6,400","6,700","6,400","6,400","6,400","6,300","6,500","6,700","6,800","6,800","7,000","7,500","7,600","7,200","7,100","7,100","7,000","7,400","7,600","7,300","8,000","8,000","8,200","8,500","8,500","8,100","8,100","8,100","8,200","8,300","8,400","8,500","8,600","8,500","8,700","8,700"
62,2020,036084,,,1,50-000000,      Information,"24,800","24,500","24,500","24,000","23,900","24,000","23,900","23,600","23,100","23,000","23,200","23,200","23,300","23,200","23,200","22,900","22,900","23,100","23,200","23,100","22,800","22,700","22,800","22,700","22,700","22,700","22,700","22,900","23,000","22,900","22,900","22,800","22,600","22,800","23,000","23,200","22,400","22,400","22,100","22,600","22,600","22,700","22,800","22,800","22,700","22,700","23,000","23,000","22,300","22,400","22,600","22,700","22,800","23,000","23,300","23,300","23,200","23,400","23,600","23,800","23,900","24,100","24,200","24,400","24,700","25,100","25,500","25,600","25,400","25,700","25,900","26,100","26,200","26,200","26,300","26,300","26,300","26,500","26,800","27,100","26,600","26,600","26,600","26,600","26,700","26,700","26,700","26,500","26,500","26,900","27,200","27,100","27,000","27,100","27,100","27,300","27,400","27,600","27,600","27,500","27,600","27,800","27,900","27,700","27,300","27,300","27,300","27,700","27,500","27,700","27,600","27,900","27,600","27,700","27,900","27,800","27,400","27,300","27,200","27,700","27,500","27,500","27,400","25,600","25,400","25,400","25,200","25,100","25,000","25,100","25,100","25,200","25,200","25,200","25,200","25,200","25,200","25,300","25,300","25,300","25,500","25,600","25,600"
63,2020,036084,,,1,50-511000,        Publishing Industries (except Internet),"5,500","5,500","5,400","5,400","5,400","5,400","5,400","5,400","5,400","5,300","5,400","5,500","5,300","5,400","5,200","5,100","5,100","5,000","5,000","5,000","5,000","4,900","4,900","4,900","4,700","4,800","4,800","4,800","4,800","4,900","4,900","4,900","5,000","5,000","5,100","5,100","4,900","5,000","5,000","5,000","5,100","5,100","5,100","5,100","5,200","5,300","5,300","5,300","5,100","5,200","5,300","5,300","5,400","5,400","5,400","5,500","5,500","5,500","5,600","5,700","5,800","5,900","5,900","6,000","6,000","6,100","6,200","6,300","6,300","6,500","6,500","6,600","6,500","6,500","6,500","6,600","6,600","6,600","6,800","7,000","7,000","7,000","7,000","7,100","7,200","7,300","7,300","7,300","7,400","7,500","7,500","7,500","7,500","7,600","7,600","7,600","7,800","7,800","7,900","7,800","7,800","7,900","7,800","7,900","7,900","8,000","8,000","8,000","8,000","8,100","8,100","8,200","8,100","8,000","8,200","8,000","8,000","8,000","7,900","7,900","7,900","7,900","7,900","7,700","7,600","7,700","7,600","7,600","7,600","7,600","7,600","7,600","7,600","7,600","7,600","7,500","7,500","7,500","7,500","7,500","7,500","7,500","7,500"
66,2020,036084,,,1,50-517000,        Telecommunications,"10,300","10,200","10,200","10,000","9,900","9,900","9,800","9,700","9,400","9,500","9,500","9,400","9,600","9,600","9,500","9,400","9,400","9,400","9,400","9,500","9,300","9,500","9,500","9,500","9,600","9,500","9,500","9,600","9,500","9,500","9,400","9,300","9,200","9,200","9,200","9,400","9,200","9,100","9,100","9,400","9,400","9,300","9,300","9,300","9,200","9,200","9,200","9,100","8,800","8,800","8,700","8,600","8,600","8,500","8,500","8,400","8,400","8,400","8,300","8,200","8,000","7,900","7,800","7,700","7,700","7,700","7,700","7,700","7,600","7,600","7,500","7,500","7,400","7,400","7,300","7,200","7,100","6,900","6,800","6,800","6,700","6,800","6,700","6,600","6,400","6,400","6,400","6,300","6,300","6,100","6,100","6,100","6,100","6,200","6,000","6,100","5,900","6,000","6,000","5,900","5,800","5,600","5,700","5,500","5,500","5,400","5,300","5,500","5,300","5,300","5,200","5,300","5,000","5,000","5,000","4,900","4,800","4,900","4,700","4,900","4,800","4,700","4,600","4,500","4,500","4,600","4,500","4,500","4,500","4,500","4,500","4,400","4,400","4,300","4,300","4,300","4,300","4,200","4,200","4,200","4,200","4,300","4,300"
68,2020,036084,520000-530000,,1,55-000000,      Financial Activities,"46,600","47,000","47,100","47,300","47,600","47,500","47,700","47,700","47,700","47,600","47,400","47,600","46,800","47,100","47,100","47,600","47,700","48,000","48,500","48,600","48,900","48,800","48,600","48,800","48,700","49,100","49,300","49,800","50,000","50,300","50,300","50,500","50,200","50,800","50,700","51,100","50,800","51,200","51,200","51,800","52,000","52,200","52,200","52,300","52,300","52,500","52,400","52,400","52,100","52,300","52,100","52,100","52,300","52,600","52,700","53,000","53,000","53,500","53,500","53,600","52,900","53,400","53,600","53,500","53,900","54,300","54,700","54,600","54,300","54,800","54,900","55,200","54,600","55,000","55,000","55,700","55,800","55,900","56,300","56,100","56,000","56,200","56,400","56,600","55,900","56,000","56,400","56,200","56,500","56,500","56,500","56,400","55,900","56,300","56,200","56,300","55,600","55,400","55,300","55,300","55,300","55,300","55,400","55,600","54,900","55,400","55,100","55,300","54,900","55,300","55,200","55,200","55,200","55,400","55,700","55,800","55,000","55,500","55,500","55,700","54,900","55,200","54,300","52,000","51,900","51,900","52,000","52,000","51,700","52,100","52,400","52,000","51,300","51,100","51,700","51,500","51,300","51,400","51,500","51,500","51,500","51,600","51,400"
69,2020,036084,,,1,55-520000,        Finance & Insurance,"31,700","32,000","32,300","32,200","32,200","31,900","32,400","32,300","32,200","32,400","32,300","32,500","32,200","32,400","32,400","32,800","32,900","33,000","33,500","33,600","33,700","33,600","33,600","33,700","34,000","34,300","34,500","34,700","34,700","34,700","34,600","34,700","34,400","34,800","35,000","35,200","35,200","35,500","35,400","35,800","35,900","35,900","35,800","35,900","35,800","36,000","35,900","35,800","35,900","35,700","35,600","35,500","35,600","35,700","35,900","36,000","36,000","36,300","36,500","36,700","36,500","36,900","37,100","36,800","37,000","37,300","37,700","37,700","37,500","37,800","37,900","38,300","37,900","38,200","38,300","38,700","38,900","39,000","39,300","39,100","39,000","39,100","39,400","39,500","39,000","38,900","39,400","39,000","39,200","38,900","39,000","38,800","38,400","38,600","38,500","38,500","38,200","38,000","37,900","37,500","37,500","37,500","37,500","37,500","37,100","37,200","37,000","37,200","37,100","37,200","37,100","37,300","37,200","37,300","37,500","37,500","37,000","37,200","37,100","37,200","36,900","37,000","36,500","36,000","36,000","35,900","35,800","35,700","35,500","35,600","35,500","35,500","34,600","34,500","35,200","35,200","34,900","34,800","34,800","34,800","34,900","34,900","34,700"
70,2020,036084,,,1,55-522000,          Credit Intermediation & Related Activities,"17,000","17,200","17,300","17,200","17,300","17,100","17,500","17,600","17,600","18,000","18,000","18,300","18,000","18,000","18,000","18,200","18,300","18,300","18,500","18,500","18,600","18,300","18,300","18,300","18,400","18,500","18,600","18,500","18,400","18,400","18,200","18,100","18,100","18,000","18,100","18,100","18,200","18,400","18,300","18,400","18,400","18,200","18,200","18,300","18,100","18,100","18,000","17,900","17,700","17,700","17,500","17,400","17,400","17,300","17,300","17,200","17,200","17,200","17,300","17,200","17,200","17,300","17,400","17,000","17,100","17,300","17,400","17,400","17,200","17,200","17,200","17,500","17,400","17,500","17,500","17,700","17,700","17,900","18,000","17,900","17,900","17,800","18,100","18,200","17,900","17,800","18,000","17,700","17,800","17,600","17,600","17,400","17,200","17,300","17,200","17,200","17,000","16,800","16,700","16,400","16,300","16,300","16,200","16,100","15,900","15,800","15,700","15,900","15,700","15,800","15,700","15,800","15,700","15,800","15,800","15,800","15,700","15,800","15,700","15,700","15,500","15,500","15,400","15,200","15,200","15,100","15,200","15,200","15,100","15,200","15,200","15,200","15,200","15,200","15,200","15,200","15,000","14,900","15,000","15,000","14,800","14,700","14,600"
72,2020,036084,,,1,55-524000,          Insurance Carriers & Related,"10,000","10,300","10,400","10,500","10,500","10,500","10,700","10,600","10,600","10,600","10,600","10,600","10,500","10,600","10,600","10,800","10,800","10,900","11,100","11,200","11,300","11,400","11,500","11,500","11,700","11,900","12,000","12,100","12,300","12,400","12,400","12,600","12,400","12,800","13,000","13,000","13,000","13,100","13,100","13,300","13,400","13,600","13,500","13,600","13,600","13,800","13,800","13,900","14,200","14,300","14,400","14,300","14,400","14,600","14,700","14,800","14,900","15,100","15,200","15,300","15,300","15,500","15,600","15,600","15,700","15,800","15,900","16,100","16,100","16,400","16,500","16,500","16,300","16,500","16,600","16,700","16,900","16,900","17,000","17,000","17,000","17,000","17,000","16,900","16,800","16,700","16,900","16,800","16,900","16,800","16,800","16,800","16,700","16,700","16,700","16,700","16,700","16,600","16,700","16,600","16,600","16,600","16,600","16,700","16,600","16,600","16,500","16,600","16,700","16,700","16,700","16,800","16,800","16,700","16,800","16,800","16,600","16,600","16,600","16,600","16,600","16,600","16,400","16,300","16,200","16,200","16,000","16,000","15,900","15,900","15,900","15,900","15,500","15,400","15,900","15,700","15,700","15,700","15,700","15,600","15,900","16,000","16,000"
73,2020,036084,,,1,55-530000,        Real Estate & Rental & Leasing,"14,900","15,000","14,800","15,100","15,400","15,600","15,300","15,400","15,500","15,200","15,100","15,100","14,600","14,700","14,700","14,800","14,800","15,000","15,000","15,000","15,200","15,200","15,000","15,100","14,700","14,800","14,800","15,100","15,300","15,600","15,700","15,800","15,800","16,000","15,700","15,900","15,600","15,700","15,800","16,000","16,100","16,300","16,400","16,400","16,500","16,500","16,500","16,600","16,200","16,600","16,500","16,600","16,700","16,900","16,800","17,000","17,000","17,200","17,000","16,900","16,400","16,500","16,500","16,700","16,900","17,000","17,000","16,900","16,800","17,000","17,000","16,900","16,700","16,800","16,700","17,000","16,900","16,900","17,000","17,000","17,000","17,100","17,000","17,100","16,900","17,100","17,000","17,200","17,300","17,600","17,500","17,600","17,500","17,700","17,700","17,800","17,400","17,400","17,400","17,800","17,800","17,800","17,900","18,100","17,800","18,200","18,100","18,100","17,800","18,100","18,100","17,900","18,000","18,100","18,200","18,300","18,000","18,300","18,400","18,500","18,000","18,200","17,800","16,000","15,900","16,000","16,200","16,300","16,200","16,500","16,900","16,500","16,700","16,600","16,500","16,300","16,400","16,600","16,700","16,700","16,600","16,700","16,700"
74,2020,036084,,,1,55-531000,          Real Estate,"10,600","10,700","10,600","10,900","11,000","11,100","11,000","11,100","10,900","10,900","10,900","10,900","10,700","10,700","10,600","10,700","10,600","10,700","10,900","11,000","11,000","10,900","10,900","10,900","10,900","10,900","10,900","11,100","11,200","11,300","11,500","11,500","11,500","11,500","11,500","11,600","11,500","11,600","11,800","11,800","11,800","12,000","12,100","12,200","12,100","12,100","12,200","12,300","12,200","12,500","12,500","12,600","12,600","12,600","12,600","12,700","12,700","12,700","12,600","12,700","12,500","12,400","12,500","12,600","12,800","12,800","12,900","12,800","12,700","12,900","12,900","13,000","12,700","12,700","12,700","12,900","12,800","12,800","13,000","13,000","12,800","13,100","13,000","13,000","12,800","12,900","13,000","13,100","13,100","13,200","13,300","13,300","13,200","13,500","13,500","13,600","13,400","13,500","13,500","13,700","13,700","13,700","13,800","13,900","13,700","14,000","14,000","14,000","13,700","13,800","13,700","13,600","13,700","13,700","13,900","13,900","13,700","14,000","14,000","14,000","13,700","13,800","13,600","12,900","13,000","13,000","13,100","13,100","13,000","13,200","13,400","13,200","13,100","13,100","13,300","12,800","12,800","12,900","13,300","13,400","13,300","13,600","13,600"
76,2020,036084,540000-560000,,1,60-000000,      Professional & Business Services,"151,300","152,000","153,000","155,000","154,500","156,200","156,200","157,100","157,600","158,000","158,700","158,000","155,000","155,500","157,300","159,400","159,100","160,000","161,000","161,900","161,900","163,200","162,700","163,400","161,800","162,300","163,400","166,500","166,700","167,500","168,100","169,200","169,900","172,300","172,600","172,400","170,400","170,500","170,900","172,400","171,800","171,500","172,700","173,600","172,700","174,100","173,600","173,700","171,500","172,800","173,900","175,600","176,900","176,600","174,900","176,400","175,400","175,500","175,700","175,200","173,900","175,000","175,800","178,100","176,800","176,900","178,100","178,600","177,400","179,600","179,600","179,800","176,300","177,200","177,000","180,600","179,700","180,600","182,900","183,500","183,100","184,600","184,800","183,200","179,800","181,300","182,800","183,000","183,100","185,100","186,200","186,500","186,000","187,600","186,400","186,500","182,900","185,000","186,100","187,800","188,800","189,700","191,400","192,200","191,700","192,900","192,400","192,900","187,800","188,900","189,800","191,100","191,700","193,500","194,500","195,800","194,000","195,900","197,700","197,800","193,800","195,500","193,800","176,700","179,200","181,500","181,500","181,500","180,100","182,400","184,800","184,900","183,000","183,700","186,700","189,200","188,800","188,900","190,200","193,200","195,600","198,300","200,200"
77,2020,036084,,,1,60-540000,"        Professional, Scientific & Technical Services","77,300","77,900","78,000","79,200","78,200","78,600","79,000","79,200","79,200","79,200","79,500","79,200","78,300","78,700","78,800","80,100","79,200","79,500","80,800","81,100","80,700","81,000","81,000","81,600","81,300","82,000","81,900","83,700","83,100","83,200","83,900","84,300","84,000","85,000","85,200","84,500","83,500","84,100","83,600","84,200","83,500","83,500","84,000","84,200","83,500","84,800","85,200","86,000","85,200","85,800","85,800","86,600","86,300","86,500","85,900","86,500","85,500","86,500","87,000","86,300","86,100","86,700","86,300","87,600","87,100","87,100","89,100","89,400","88,400","89,900","90,100","90,100","89,000","89,600","89,000","91,200","90,300","89,900","92,100","91,800","91,100","92,700","92,600","91,400","90,100","90,600","90,100","91,600","90,900","91,800","93,000","93,200","92,400","93,700","94,200","94,500","93,800","94,800","95,000","96,400","96,200","96,700","98,900","98,600","97,600","99,200","98,800","99,100","98,200","99,300","99,000","99,900","99,900","100,400","102,300","102,400","100,700","102,200","102,600","102,700","101,000","102,200","101,200","96,100","96,700","97,200","98,100","98,000","96,600","99,100","99,800","101,300","100,200","101,100","102,000","104,300","104,000","104,000","104,300","105,800","106,500","107,500","111,800"
78,2020,036084,,,1,60-541300,"          Architectural, Engineering & Related Services","15,000","14,900","14,900","15,000","15,000","15,000","15,100","15,000","14,900","14,200","14,200","14,200","14,300","14,200","14,100","14,400","14,500","14,600","14,700","14,700","14,600","14,600","14,500","14,500","14,300","14,300","14,300","14,300","14,500","14,600","14,600","14,700","14,500","14,600","14,600","14,800","14,400","14,400","14,400","14,500","14,600","14,700","14,800","14,800","14,800","14,700","14,800","14,800","14,700","14,800","14,800","14,900","15,000","15,300","15,400","15,500","15,300","15,300","15,400","15,300","15,200","15,300","15,300","15,600","15,700","15,800","16,200","16,200","15,900","16,300","16,300","16,400","15,900","16,100","16,000","16,500","16,400","16,400","16,900","17,000","17,000","16,800","16,800","16,800","16,400","16,300","16,300","16,500","16,500","16,800","17,100","17,200","17,000","17,000","17,000","17,100","16,800","16,900","17,000","17,300","17,500","17,800","18,300","18,200","18,000","18,100","17,900","17,900","17,600","17,800","17,800","17,900","18,200","18,400","18,700","18,700","18,500","18,400","18,400","18,400","17,800","18,000","18,000","16,700","16,900","17,200","17,300","17,300","17,100","17,400","17,400","17,500","17,200","17,300","17,300","17,600","17,800","17,900","18,200","18,300","18,400","18,600","18,700"
79,2020,036084,,,1,60-541500,          Computer Systems Design & Related Services,"16,100","16,300","16,300","16,600","16,600","16,700","16,800","16,700","16,800","16,700","16,600","16,500","16,300","16,400","16,300","16,600","16,600","16,600","16,900","16,900","16,800","17,100","17,200","17,400","17,500","17,600","17,500","18,100","18,200","18,200","18,600","18,500","18,400","18,800","19,000","18,900","18,900","19,000","18,800","19,000","19,200","19,100","19,700","19,900","19,700","20,400","20,800","21,000","20,900","21,000","21,100","21,400","21,500","21,600","21,300","21,500","21,400","21,500","21,500","21,200","21,200","21,100","20,800","22,400","22,500","22,400","23,200","23,200","22,900","23,400","23,300","23,200","22,800","22,700","22,400","23,200","23,100","22,800","23,400","23,200","22,600","22,900","22,600","22,500","22,100","22,100","21,800","22,600","22,600","22,600","22,800","23,000","22,700","23,100","23,100","23,100","22,800","22,900","22,700","23,300","23,400","23,100","23,600","23,400","22,900","23,500","23,500","23,400","23,100","23,400","22,900","23,400","23,400","23,200","24,100","24,000","23,300","23,700","23,700","23,500","23,300","23,300","22,700","22,600","22,800","22,300","22,900","22,800","22,200","22,500","22,600","22,700","22,400","22,600","22,400","22,900","23,100","23,100","23,500","23,600","23,900","24,200","24,900"
81,2020,036084,,,1,60-550000,        Management of Companies & Enterprises,"26,400","26,300","26,400","25,800","26,100","26,400","26,600","26,700","26,800","27,000","27,400","27,500","27,600","27,600","27,600","27,300","27,600","27,400","27,800","27,900","27,800","27,900","28,100","28,300","27,800","27,900","28,000","28,400","28,700","29,000","29,500","29,100","29,200","29,400","29,400","29,500","30,300","29,700","29,900","30,200","29,900","29,900","30,300","30,200","29,900","30,200","30,000","30,100","29,600","29,400","29,600","29,500","29,500","29,300","29,500","29,300","29,000","28,200","28,100","28,100","28,400","28,300","28,400","27,700","27,300","27,300","26,800","26,600","26,200","26,500","26,100","26,300","25,800","25,500","25,400","25,100","25,200","25,400","25,800","25,900","25,800","25,700","25,700","26,000","25,600","25,500","25,700","25,400","25,500","25,900","25,900","25,900","25,900","26,000","26,000","26,200","25,400","25,600","25,600","25,600","25,400","25,600","25,700","25,700","25,600","25,600","25,600","25,700","25,400","25,400","25,600","25,500","25,400","25,400","25,300","25,300","24,900","24,800","25,600","25,700","25,600","25,300","25,300","24,400","24,500","24,800","23,700","23,600","23,700","23,600","23,600","23,800","23,300","23,400","23,700","23,500","23,500","23,700","24,000","24,200","24,100","24,000","24,200"
82,2020,036084,,,1,60-560000,        Administrative & Support & Waste Services,"47,600","47,800","48,600","50,000","50,200","51,200","50,600","51,200","51,600","51,800","51,800","51,300","49,100","49,200","50,900","52,000","52,300","53,100","52,400","52,900","53,400","54,300","53,600","53,500","52,700","52,400","53,500","54,400","54,900","55,300","54,700","55,800","56,700","57,900","58,000","58,400","56,600","56,700","57,400","58,000","58,400","58,100","58,400","59,200","59,300","59,100","58,400","57,600","56,700","57,600","58,500","59,500","61,100","60,800","59,500","60,600","60,900","60,800","60,600","60,800","59,400","60,000","61,100","62,800","62,400","62,500","62,200","62,600","62,800","63,200","63,400","63,400","61,500","62,100","62,600","64,300","64,200","65,300","65,000","65,800","66,200","66,200","66,500","65,800","64,100","65,200","67,000","66,000","66,700","67,400","67,300","67,400","67,700","67,900","66,200","65,800","63,700","64,600","65,500","65,800","67,200","67,400","66,800","67,900","68,500","68,100","68,000","68,100","64,200","64,200","65,200","65,700","66,400","67,700","66,900","68,100","68,400","68,900","69,500","69,400","67,200","68,000","67,300","56,200","58,000","59,500","59,700","59,900","59,800","59,700","61,400","59,800","59,500","59,200","61,000","61,400","61,300","61,200","61,900","63,200","65,000","66,800","64,200"
83,2020,036084,,,1,60-561000,          Administrative & Support Services,"43,000","43,100","43,800","45,300","45,500","46,500","46,100","46,600","47,100","47,300","47,500","47,200","45,200","45,400","46,500","47,500","47,600","48,400","47,900","48,300","48,900","49,700","49,300","49,100","48,400","48,100","49,200","49,800","50,200","50,600","50,100","51,300","52,100","53,100","53,300","53,600","51,600","51,800","52,300","53,000","53,300","52,900","53,200","54,000","54,200","54,100","53,500","52,800","51,800","52,600","53,500","54,300","55,600","55,400","54,200","55,300","55,600","55,600","55,600","55,700","54,200","54,800","55,900","57,400","56,900","57,000","56,700","57,200","57,400","57,700","57,900","57,900","56,000","56,600","57,200","58,800","58,700","59,700","59,300","60,100","60,600","60,500","60,700","60,000","58,300","59,300","61,000","60,100","60,700","61,300","61,100","61,300","61,600","61,800","60,100","59,700","57,400","58,300","59,100","59,500","60,900","60,900","60,400","61,700","62,400","61,800","61,700","61,800","58,000","58,000","58,900","59,500","60,100","61,300","60,300","61,500","61,800","62,300","63,000","63,000","60,600","61,300","60,600","50,300","51,700","53,100","53,300","53,600","53,400","53,400","54,700","53,400","53,300","53,100","54,900","55,200","55,000","55,000","55,300","56,500","58,500","60,000","58,100"
84,2020,036084,,,1,60-561300,            Employment Services,"13,700","14,100","14,200","15,100","15,000","15,500","15,400","15,900","16,000","16,400","16,800","17,000","15,700","15,900","16,100","16,800","16,600","17,000","16,800","16,800","17,400","17,900","17,800","18,000","17,300","17,000","17,400","17,600","17,700","17,900","17,600","18,500","19,200","20,100","20,400","21,000","19,400","19,300","19,200","19,500","19,700","19,400","19,500","20,100","20,400","20,300","20,200","19,900","19,500","19,900","20,300","20,800","21,600","21,000","20,300","21,100","21,100","20,700","20,900","21,200","19,700","19,900","20,900","22,200","21,400","21,700","21,500","21,900","22,300","22,000","22,400","22,600","22,200","22,300","23,000","23,500","23,300","23,900","24,000","24,500","24,900","25,200","25,400","25,400","24,600","25,000","26,200","26,100","26,200","26,500","26,300","25,800","25,800","26,100","24,900","25,000","23,300","23,400","24,000","24,900","25,100","25,800","25,300","26,300","26,900","25,900","25,800","26,400","23,700","23,600","24,100","24,500","24,600","25,700","24,700","25,300","25,600","25,800","25,800","26,200","24,600","25,000","24,800","19,700","19,300","19,800","19,900","20,200","20,300","20,900","21,000","20,800","20,600","20,800","21,000","21,300","21,500","21,800","21,600","21,900","22,500","24,000","23,600"
85,2020,036084,,,1,60-561600,            Investigation & Security Services,"10,700","10,700","11,100","11,200","11,200","11,200","11,100","11,100","11,100","11,000","10,800","10,700","10,700","10,800","11,500","11,600","11,700","11,600","11,500","11,600","11,600","11,700","11,500","11,600","11,300","11,400","11,600","11,800","11,600","11,500","11,200","11,300","11,200","11,200","11,000","10,800","10,700","10,700","11,000","11,300","11,400","11,400","11,100","11,200","11,300","11,500","11,000","10,800","10,700","11,000","11,100","11,200","11,500","11,500","11,100","11,000","11,100","11,600","11,300","11,300","11,300","11,400","11,000","11,400","11,300","11,100","10,600","11,000","11,000","11,200","11,300","11,300","10,100","10,400","9,700","10,400","10,500","10,700","10,300","10,800","10,600","10,600","10,700","10,500","10,200","10,500","10,300","9,600","9,800","9,900","9,700","10,100","10,100","10,200","9,900","9,600","9,700","10,000","9,800","9,500","10,100","9,700","9,600","9,900","10,100","10,300","10,400","10,300","9,700","9,500","9,400","9,800","9,900","9,700","9,800","9,900","10,200","10,100","10,500","10,300","10,100","10,200","9,900","9,100","9,200","9,500","9,500","9,400","9,200","9,200","9,300","9,100","9,000","9,100","9,100","9,200","9,200","9,200","9,200","9,300","9,800","10,000","9,600"
86,2020,036084,,,1,60-561700,            Services to Buildings & Dwellings,"10,800","10,800","10,900","11,200","11,400","11,600","11,500","11,500","11,500","11,400","11,300","11,100","10,900","10,800","10,800","11,200","11,400","11,500","11,700","11,800","11,800","12,000","11,800","11,800","11,900","11,800","12,100","12,300","12,700","13,000","13,000","13,200","13,200","13,300","13,200","13,100","12,700","12,800","12,900","13,100","13,300","13,500","13,800","13,900","13,800","13,600","13,700","13,500","13,200","13,200","13,400","13,700","13,900","14,100","14,300","14,400","14,500","14,500","14,600","14,500","14,500","14,600","14,900","15,000","15,300","15,300","15,400","15,400","15,300","15,500","15,400","15,200","15,000","15,100","15,200","15,800","15,800","15,800","16,000","16,100","16,000","15,900","15,800","15,500","15,100","15,300","15,700","15,800","15,900","16,100","16,300","16,300","16,300","16,400","16,400","16,300","15,700","16,000","16,000","16,200","16,400","16,500","16,500","16,600","16,500","16,500","16,500","16,300","15,900","16,100","16,200","16,300","16,500","16,700","16,700","16,800","16,700","16,800","16,900","16,800","16,500","16,600","16,500","13,800","15,300","15,700","15,900","15,900","15,800","15,500","15,700","15,500","15,100","14,900","15,700","15,900","15,900","16,100","16,200","16,400","16,600","16,700","16,300"
90,2020,036084,610000-620000,,1,65-000000,      Educational & Health Services,"157,700","158,800","160,000","159,600","159,600","157,900","157,600","156,300","158,000","159,900","159,800","159,900","157,900","159,000","159,200","159,800","159,700","158,300","156,400","156,400","158,800","160,000","160,500","161,000","160,700","162,800","164,100","164,300","164,800","164,600","163,200","163,400","165,600","167,000","167,500","168,500","166,700","169,400","170,300","171,200","172,000","170,500","168,200","168,800","170,400","172,400","173,300","173,100","170,400","172,500","173,200","173,500","173,600","173,000","170,400","170,800","172,300","174,900","176,300","176,000","174,100","176,000","176,700","177,600","178,400","177,800","177,600","177,600","179,400","182,000","182,700","183,400","181,300","183,200","184,300","185,500","185,700","184,600","184,500","184,200","186,900","189,400","190,000","190,600","188,500","190,600","192,500","191,500","192,100","191,800","189,300","189,500","191,200","193,100","193,900","193,900","192,000","193,800","195,100","194,200","194,400","194,800","191,500","192,700","193,600","195,900","196,900","196,400","195,600","197,800","199,100","198,100","198,800","197,600","196,400","197,000","198,000","199,600","201,700","200,700","200,500","202,600","201,900","178,200","181,200","185,300","183,800","185,500","186,500","188,400","191,500","192,300","188,500","192,700","194,600","193,100","192,600","191,200","191,400","193,300","193,600","196,000","198,600"
91,2020,036084,,,1,65-610000,        Educational Services,"19,300","20,400","20,900","20,800","20,600","19,600","19,100","18,400","20,000","21,000","21,200","21,000","20,200","21,200","21,300","21,700","21,500","20,500","19,400","19,100","20,700","21,400","21,500","21,300","20,500","21,600","21,800","21,900","22,000","21,200","20,200","19,700","21,600","22,600","22,800","23,200","21,600","23,300","23,500","23,600","23,800","22,200","20,800","20,400","22,200","23,200","23,400","22,900","21,700","23,400","23,500","23,800","23,600","23,000","20,900","20,300","22,100","23,100","23,400","22,800","21,400","22,600","22,700","22,900","22,800","21,900","21,300","20,700","22,100","22,700","22,900","22,600","22,100","23,400","23,600","23,600","23,600","23,000","22,200","21,700","23,100","23,500","23,800","23,500","22,700","23,900","24,200","24,200","24,300","23,500","21,900","21,700","22,800","23,400","23,700","23,000","22,500","23,800","24,200","24,000","24,300","24,000","22,100","21,900","23,000","24,000","24,100","23,400","23,400","24,700","24,800","24,700","24,900","24,100","23,000","22,500","23,500","24,700","25,000","24,000","24,000","25,300","25,000","19,600","20,100","19,400","18,000","18,400","19,300","19,900","20,000","19,500","19,000","20,000","20,200","20,200","20,400","19,600","18,800","19,100","19,900","21,200","21,500"
92,2020,036084,,,1,65-620000,        Health Care & Social Assistance,"138,400","138,400","139,100","138,800","139,000","138,300","138,500","137,900","138,000","138,900","138,600","138,900","137,700","137,800","137,900","138,100","138,200","137,800","137,000","137,300","138,100","138,600","139,000","139,700","140,200","141,200","142,300","142,400","142,800","143,400","143,000","143,700","144,000","144,400","144,700","145,300","145,100","146,100","146,800","147,600","148,200","148,300","147,400","148,400","148,200","149,200","149,900","150,200","148,700","149,100","149,700","149,700","150,000","150,000","149,500","150,500","150,200","151,800","152,900","153,200","152,700","153,400","154,000","154,700","155,600","155,900","156,300","156,900","157,300","159,300","159,800","160,800","159,200","159,800","160,700","161,900","162,100","161,600","162,300","162,500","163,800","165,900","166,200","167,100","165,800","166,700","168,300","167,300","167,800","168,300","167,400","167,800","168,400","169,700","170,200","170,900","169,500","170,000","170,900","170,200","170,100","170,800","169,400","170,800","170,600","171,900","172,800","173,000","172,200","173,100","174,300","173,400","173,900","173,500","173,400","174,500","174,500","174,900","176,700","176,700","176,500","177,300","176,900","158,600","161,100","165,900","165,800","167,100","167,200","168,500","171,500","172,800","169,500","172,700","174,400","172,900","172,200","171,600","172,600","174,200","173,700","174,800","177,100"
