OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
406073026,MD CHOICE HOSPICE INC,550002967,Parent Facility,4415 Cowell Rd,Concord,94518,7,Contra Costa,Not Applicable,0,Open,2021-01-16,Home Health Agency/Hospice,Hospice,37.95031,-121.99638
406073114,CARE PLUS HOME HEALTH SERVICES LLC,550005740,Parent Facility,2400 Camino Ramon,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2021-03-25,Home Health Agency/Hospice,Home Health Agency,37.77169,-121.9647
406073146,EDEN HOMECARE AGENCY LLC,550006210,Parent Facility,729 1st St,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2021-04-06,Home Health Agency/Hospice,Home Health Agency,37.93291,-121.69563
406073197,"ASSIST ON CALL PALLIATIVE & HOSPICE CARE, INC.",550006247,Parent Facility,2100 Monument Blvd,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2021-04-27,Home Health Agency/Hospice,Hospice,37.94563,-122.05279
406073237,ATRIUM HOSPICE LLC,550006134,Parent Facility,144 Continente Ave,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2021-03-13,Home Health Agency/Hospice,Hospice,37.92151,-121.69781
406073616,KAISER FOUNDATION HOSPITAL HOME HEALTH  - MARTINEZ,020000350,Parent Facility,200 Muir Rd,Martinez,94553,7,Contra Costa,Not Applicable,0,Open,1978-05-25,Home Health Agency/Hospice,Home Health Agency,37.99432,-122.11067
406073650,JOHN MUIR HOME HEALTH SERVICES,020000208,Parent Facility,2298 Pike Ct,Concord,94520,7,Contra Costa,Not Applicable,0,Open,1981-09-04,Home Health Agency/Hospice,Home Health Agency,38.01088,-122.03411
406074067,KAISER FOUNDATION HOSPITAL  HOSPICE - MARTINEZ,070000571,Parent Facility,200 Muir Rd,Martinez,94553,7,Contra Costa,Not Applicable,0,Open,1995-12-20,Home Health Agency/Hospice,Hospice,37.9935074,-122.1103832
406074070,SUTTER VISITING NURSE ASSOC. AND HOSPICE,020000158,Parent Facility,5099 Commercial Cir,Concord,94520,7,Contra Costa,Not Applicable,0,Open,2014-10-27,Home Health Agency/Hospice,Home Health Agency,38.01991,-122.03133
406074087,KINDRED AT HOME-HOME HEALTH -PLEASANT HILL,020000449,Parent Facility,395 Taylor Blvd,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2011-01-22,Home Health Agency/Hospice,Home Health Agency,37.9612487,-122.0705702
406074105,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,070000687,Parent Facility,355 Lennon Ln,Walnut Creek,94598,7,Contra Costa,Not Applicable,0,Open,2004-05-20,Home Health Agency/Hospice,Hospice,37.92765,-122.02996
406074110,"ACCENTCARE HOME HEALTH OF CAL, INC.  - PLEASANT HILL",020000637,Parent Facility,2300 Contra Costa Blvd,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2019-06-12,Home Health Agency/Hospice,Home Health Agency,37.94403,-122.06031
406074116,HOSPICE OF THE EAST BAY,070000568,Parent Facility,3470 Buskirk Ave,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2005-04-15,Home Health Agency/Hospice,Hospice,37.9399348,-122.059014
406074123,AMEDISYS HOME HEALTH CARE - PLEASANT HILL - BRANCH,020000376,Branch,3478 Buskirk Ave,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2006-05-02,Home Health Agency/Hospice,Home Health Agency,37.93944,-122.05923
406074138,BRIGHTSTAR HEALTHCARE,550001095,Parent Facility,333 Rheem Blvd,Moraga,94556,7,Contra Costa,Not Applicable,0,Open,2015-02-01,Home Health Agency/Hospice,Home Health Agency,37.86145,-122.12853
406074139,JMJ HOME HEALTH SERVICES,550001106,Parent Facility,8640 Brentwood Blvd,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2020-12-17,Home Health Agency/Hospice,Home Health Agency,37.92651,-121.69139
406074141,24/7 MEDSTAFF,550001196,Parent Facility,1900 Point West Way,Sacramento,95815,34,Sacramento,Not Applicable,0,Open,2020-08-04,Home Health Agency/Hospice,Home Health Agency,38.59968,-121.43145
406074142,"NATIONAL HOME HEALTH SERVICES-WEST, INC.",550001217,Parent Facility,2305 Camino Ramon,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2020-12-09,Home Health Agency/Hospice,Home Health Agency,37.77552,-121.96582
406074145,"HORIZON HOME HEALTH CARE, INC.",020000647,Parent Facility,85 Moraga Way,Orinda,94563,7,Contra Costa,Not Applicable,0,Open,2012-10-01,Home Health Agency/Hospice,Home Health Agency,37.8776117,-122.1801526
406074149,"COMFORT ASSISTING, INC.",550001567,Parent Facility,112 La Casa Via,Walnut Creek,94598,7,Contra Costa,Not Applicable,0,Open,2011-05-09,Home Health Agency/Hospice,Home Health Agency,37.91254,-122.0427
406074151,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE - CONCORD - BRANCH,550001671,Branch,5099 Commercial Cir,Concord,94520,7,Contra Costa,Not Applicable,0,Open,2014-10-27,Home Health Agency/Hospice,Hospice,38.0199,-122.03133
406074155,"ACE HOME HEALTH CARE & HOSPICE, INC",550001784,Parent Facility,85 Moraga Way,Orinda,94563,7,Contra Costa,Not Applicable,0,Open,2014-08-21,Home Health Agency/Hospice,Hospice,37.87761,-122.18015
406074156,"PROHEALTH HOME CARE, INC",550001878,Parent Facility,2125 Oak Grove Rd,Walnut Creek,94598,7,Contra Costa,Not Applicable,0,Open,2015-04-01,Home Health Agency/Hospice,Home Health Agency,37.93096,-122.01797
406074157,"ACE HOME HEALTH CARE & HOSPICE, INC.",550001785,Parent Facility,85 Moraga Way,Orinda,94563,7,Contra Costa,Not Applicable,0,Open,2014-08-21,Home Health Agency/Hospice,Home Health Agency,37.8776466,-122.1797015
406074158,NOVA HEALTH CARE AT HOME,550001968,Parent Facility,181 Sand Creek Rd,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2019-06-13,Home Health Agency/Hospice,Home Health Agency,37.94673,-121.69979
406074161,"MARIE STAR HOME HEALTH SERVICES, LLC",550002108,Parent Facility,1849 Willow Pass Rd,Concord,94520,7,Contra Costa,Not Applicable,0,Open,2012-10-15,Home Health Agency/Hospice,Home Health Agency,37.97526,-122.038011
406074163,"HEALTHY LIVING AT HOME - EAST BAY, LLC",550002198,Parent Facility,1320 Willow Pass Rd,Concord,94520,7,Contra Costa,Not Applicable,0,Open,2013-02-25,Home Health Agency/Hospice,Home Health Agency,37.968126,-122.051181
406074164,"PREMIER HEALTHCARE SERVICES, LLC",550002250,Parent Facility,1000 Burnett Ave,Concord,94520,7,Contra Costa,Not Applicable,0,Open,2015-04-29,Home Health Agency/Hospice,Home Health Agency,37.97573,-122.06158
406074166,"GRACE HOSPICE AND PALLIATIVE CARE, INC.",550002239,Parent Facility,2410 Cam Ramon,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2013-03-28,Home Health Agency/Hospice,Hospice,37.7799273,-121.9780153
406074167,"HALLMARK HOME HEALTH CONNECTIONS, INC.",550002457,Parent Facility,3370 Mount Diablo Blvd,Lafayette,94549,7,Contra Costa,Not Applicable,0,Open,2013-09-24,Home Health Agency/Hospice,Home Health Agency,37.8946241,-122.1078131
406074168,"ASSIST ON  CALL PROFESSIONAL IN-HOME CARE SERVICES, INC.",550002456,Parent Facility,2100 Monument Blvd,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2013-09-27,Home Health Agency/Hospice,Home Health Agency,37.94546,-122.0526
406074170,CVH HOME HEALTH SERVICES,550000134,Parent Facility,2410 Camino Ramon,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2014-03-07,Home Health Agency/Hospice,Home Health Agency,37.77426,-121.96475
406074173,ST. MARY'S HOME HEALTH SERVICES LLC,550002779,Parent Facility,50 Sand Creek Rd,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2014-07-30,Home Health Agency/Hospice,Home Health Agency,37.94659,-121.69757
406074174,PINNACLE HOME HEALTH AGENCY LLC,550002759,Parent Facility,1375 Locust St,Walnut Creek,94596,7,Contra Costa,Not Applicable,0,Open,2014-07-16,Home Health Agency/Hospice,Home Health Agency,37.89858,-122.06189
406074181,"AMAVI HOME HEALTH AND HOSPICE CARE SERVICES, INC.",550002938,Parent Facility,131 Sand Creek Rd,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2021-01-07,Home Health Agency/Hospice,Home Health Agency,37.94717,-121.69897
406074185,AMAZING GRACE HOME HEALTH,550003331,Parent Facility,3260 Blume Dr,Richmond,94806,7,Contra Costa,Not Applicable,0,Open,2016-01-01,Home Health Agency/Hospice,Home Health Agency,37.98394,-122.32089
406074186,"A PLUS HOSPICE, INC.",550003330,Parent Facility,4625 1st St,Pleasanton,94566,1,Alameda,Not Applicable,0,Open,2015-12-31,Home Health Agency/Hospice,Hospice,37.65829,-121.87531
406074190,HARMONY HOME HEALTH,550003500,Parent Facility,140 Gregory Ln,Pleasant Hill,94523,7,Contra Costa,Not Applicable,0,Open,2016-05-12,Home Health Agency/Hospice,Home Health Agency,37.94794,-122.06559
406074193,"AMAVI HOME HEALTH AND HOSPICE CARE SERVICES, INC.",550002939,Parent Facility,131 Sand Creek Rd,Brentwood,94513,7,Contra Costa,Not Applicable,0,Open,2020-10-21,Home Health Agency/Hospice,Hospice,37.94717,-121.69897
406074194,AMERICAN HEALTHCARE PROFESSIONAL GROUP,550003804,Parent Facility,2551 San Ramon Valley Blvd,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2017-01-20,Home Health Agency/Hospice,Home Health Agency,37.77187,-121.974
406074195,GATEWAY HOME HEALTH CORP.,550003805,Parent Facility,10 Crow Canyon Ct,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2020-12-13,Home Health Agency/Hospice,Home Health Agency,37.77801,-121.98201
406074196,"PENTEC HEALTH, INC.",550003815,Parent Facility,1255 Treat Blvd,Walnut Creek,94597,7,Contra Costa,Not Applicable,0,Open,2017-02-06,Home Health Agency/Hospice,Home Health Agency,37.92656,-122.05933
406074197,"BLOSSOM RIDGE HEALTH, LLC",550000842,Parent Facility,1800 Sutter St,Concord,94520,7,Contra Costa,Not Applicable,0,Open,2020-07-06,Home Health Agency/Hospice,Home Health Agency,37.97381,-122.03743
406074199,BLIZE HEALTHCARE - PARENT,550001547,Parent Facility,750 Alfred Nobel Dr,Hercules,94547,7,Contra Costa,Not Applicable,0,Open,2017-06-29,Home Health Agency/Hospice,Home Health Agency,38.02016,-122.2752
406074202,MEDICS CHOICE HOME HEALTH SAN RAMON,550003980,Parent Facility,3170 Crow Canyon Pl,San Ramon,94583,7,Contra Costa,Not Applicable,0,Open,2017-08-30,Home Health Agency/Hospice,Home Health Agency,37.77547,-121.97199
406080891,SUTTER COAST HOME CARE - OREGON BRANCH,010000265,Branch,555 5th St,Brookings,97415,8,Del Norte,Not Applicable,0,Open,2018-10-31,Home Health Agency/Hospice,Home Health Agency,42.05592,-124.2884
406084002,SUTTER COAST HOME CARE,010000265,Parent Facility,785 E Washington Blvd,Crescent City,95531,8,Del Norte,Not Applicable,0,Open,2014-11-01,Home Health Agency/Hospice,Home Health Agency,41.77266,-124.1929
406091782,QURA HEALTHCARE INC.,550004574,Parent Facility,4993 Golden Foothill Pkwy,El Dorado Hills,95762,9,El Dorado,Not Applicable,0,Open,2019-09-07,Home Health Agency/Hospice,Home Health Agency,38.63825,-121.0688
406092234,BARTON HEALTHCARE SYSTEM HOME HEALTH,100000174,Parent Facility,2092 Lake Tahoe Blvd,South Lake Tahoe,96150,9,El Dorado,Not Applicable,0,Open,1980-02-23,Home Health Agency/Hospice,Home Health Agency,38.91522,-120.00141
406092242,MARSHALL HOME CARE,100000180,Parent Facility,681 Main St,Placerville,95667,9,El Dorado,Not Applicable,0,Open,1979-04-23,Home Health Agency/Hospice,Home Health Agency,38.73014,-120.79194
406094025,SNOWLINE HOSPICE OF EL DORADO CO. - HOSPICE,100000610,Parent Facility,6520 Pleasant Valley Rd,Diamond Springs,95619,9,El Dorado,Not Applicable,0,Open,2007-06-01,Home Health Agency/Hospice,Hospice,38.68502,-120.83618
406100011,COMMUNITY HOME CARE,040000008,Parent Facility,1630 E Shaw Ave,Fresno,93710,10,Fresno,Not Applicable,0,Open,2016-02-25,Home Health Agency/Hospice,Home Health Agency,36.80892,-119.75671
406100047,INTERIM HEALTHCARE OF THE CENTRAL VALLEY,040000033,Parent Facility,1843 E Fir Ave,Fresno,93720,10,Fresno,Not Applicable,0,Open,1983-10-18,Home Health Agency/Hospice,Home Health Agency,36.83911,-119.74922
406100848,"PREMIER HEALTHCARE SERVICES, LLC",550004224,Parent Facility,5250 N Palm Ave,Fresno,93704,10,Fresno,Not Applicable,0,Open,2018-03-13,Home Health Agency/Hospice,Home Health Agency,36.81255,-119.80832
406100908,ST. AGNES HOME HEALTH AND HOSPICE,040000174,Parent Facility,6499 N Willow Ave,Fresno,93710,10,Fresno,Not Applicable,0,Open,2010-06-05,Home Health Agency/Hospice,Home Health Agency,36.8294249,-119.7297339
406101285,"SENIOR BRIDGE HOME HEALTH CARE, INC.",550004277,Parent Facility,5070 N 6th St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2018-05-17,Home Health Agency/Hospice,Home Health Agency,36.81023,-119.76319
406101288,ARDENT HOME HEALTH & PALLIATIVE CARE,550004263,Parent Facility,2040 N Winery Ave,Fresno,93703,10,Fresno,Not Applicable,0,Open,2018-04-30,Home Health Agency/Hospice,Home Health Agency,36.76909,-119.73171
406101318,HOSPICE OF THE VALLEY,550004350,Parent Facility,5100 N 6th St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2018-08-06,Home Health Agency/Hospice,Hospice,36.81094,-119.7632
406101485,ANGEL LOVE HOSPICE SERVICES,550004484,Parent Facility,4705 N Sonora Ave,Fresno,93722,10,Fresno,Not Applicable,0,Open,2018-12-19,Home Health Agency/Hospice,Hospice,36.80627,-119.86596
406101543,"HEALTHY LIFE HOME SERVICES, INC",550004524,Parent Facility,4705 N Sonora Ave,Fresno,93722,10,Fresno,Not Applicable,0,Open,2019-01-24,Home Health Agency/Hospice,Home Health Agency,36.80627,-119.86596
406101595,"ACESO HOME HEALTH, INC.",550004573,Parent Facility,1617 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2019-02-16,Home Health Agency/Hospice,Home Health Agency,36.80818,-119.82264
406101598,"VALLEY REGIONAL HOSPICE, INC.",550004356,Parent Facility,6311 N Fresno St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2019-02-26,Home Health Agency/Hospice,Hospice,36.82868,-119.78141
406101756,ATHENA HOSPICE,550004734,Parent Facility,7636 N Ingram Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2019-06-04,Home Health Agency/Hospice,Hospice,36.84906,-119.80178
406101799,"COMPASSIONATE CARE HOSPICE CENTRAL CALIFORNIA, LLC",550004768,Parent Facility,7545 N del Mar Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2019-07-02,Home Health Agency/Hospice,Hospice,36.84659,-119.79655
406101905,"GRANITE RIDGE HOME HEALTH NURSING CARE, INC.",550004692,Parent Facility,11624 N Via Venitzia Ave,Fresno,93730,10,Fresno,Not Applicable,0,Open,2019-10-25,Home Health Agency/Hospice,Home Health Agency,36.9052,-119.74873
406101927,"LENITY HOSPICE, LLC",550004951,Parent Facility,744 P St,Fresno,93721,10,Fresno,Not Applicable,0,Open,2019-09-19,Home Health Agency/Hospice,Hospice,36.73596,-119.7814
406102100,"A PLUS HOME HEALTH, INC.",550005178,Parent Facility,3455 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2019-12-18,Home Health Agency/Hospice,Home Health Agency,36.80545,-119.85472
406102417,HEAL HOME HEALTH INC.,550005295,Parent Facility,1041 E Shields Ave,Fresno,93704,10,Fresno,Not Applicable,0,Open,2020-01-07,Home Health Agency/Hospice,Home Health Agency,36.77971,-119.79767
406102519,ATHENA HOME HEALTH CARE,550005496,Parent Facility,7636 N Ingram Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2020-05-15,Home Health Agency/Hospice,Home Health Agency,36.84906,-119.80153
406102686,DIGNITY HOME HEALTH CARE,550005618,Parent Facility,1589 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2020-07-16,Home Health Agency/Hospice,Home Health Agency,36.80805,-119.82152
406102939,"ANGE'S BEST HOSPICE CARE, INC.",550005788,Parent Facility,5070 N 6th St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2020-10-15,Home Health Agency/Hospice,Hospice,36.81028,-119.76223
406102992,"GOLDEN BIRD HOME HEALTH CARE, INC",550005865,Parent Facility,464 N Rogers Ave,Clovis,93611,10,Fresno,Not Applicable,0,Open,2020-11-25,Home Health Agency/Hospice,Home Health Agency,36.83922,-119.70322
406103111,WELLPOINTE HOME HEALTH,550005977,Parent Facility,7086 N Maple Ave,Fresno,93720,10,Fresno,Not Applicable,0,Open,2021-09-15,Home Health Agency/Hospice,Home Health Agency,36.83901,-119.74425
406103154,BLOSSOM HOME HEALTH,550006188,Parent Facility,1500 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2021-04-12,Home Health Agency/Hospice,Home Health Agency,36.80867,-119.8205
406104009,INHOME HEALTHCARE SERVICES - PARENT,040000006,Parent Facility,5105 E Dakota Ave,Fresno,93727,10,Fresno,Not Applicable,0,Open,2018-04-04,Home Health Agency/Hospice,Home Health Agency,36.78679,-119.72216
406104020,"MAXIM HEALTHCARE SERVICES, INC.",040000267,Parent Facility,6051 N Fresno St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2015-10-09,Home Health Agency/Hospice,Home Health Agency,36.82389,-119.78144
406104079,VALLEY CHILDREN'S HOME HEALTH,040000416,Parent Facility,5085 E McKinley Ave,Fresno,93727,10,Fresno,Not Applicable,0,Open,2018-06-18,Home Health Agency/Hospice,Home Health Agency,36.76526,-119.72424
406104084,FOCUS HEALTH,040000426,Parent Facility,377 W Fallbrook Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2012-12-12,Home Health Agency/Hospice,Home Health Agency,36.84923,-119.79894
406104087,HINDS HOSPICE - FRESNO,100000749,Parent Facility,2490 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,1996-02-22,Home Health Agency/Hospice,Hospice,36.80842,-119.83718
406105030,"ST. MARY'S HOME HEALTH SERVICES, INC.",040000544,Parent Facility,3180 E Shields Ave,Fresno,93726,10,Fresno,Not Applicable,0,Open,2009-07-01,Home Health Agency/Hospice,Home Health Agency,36.77949,-119.77091
406105052,AVANCE HOME HEALTH INC.,040000412,Parent Facility,1350 O St,Fresno,93721,10,Fresno,Not Applicable,0,Open,2006-12-04,Home Health Agency/Hospice,Home Health Agency,36.74143,-119.78925
406105055,"COMPASSIONATE CARE HOME HEALTH AGENCY, LLC",040000541,Parent Facility,7545 N Del Mar Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2007-04-16,Home Health Agency/Hospice,Home Health Agency,36.84676,-119.79592
406105059,ASERACARE HOSPICE - FRESNO,550000603,Parent Facility,650 W Alluvial Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2007-10-05,Home Health Agency/Hospice,Hospice,36.84501,-119.80441
406105062,OPTIMAL HOSPICE CARE - FRESNO - PARENT,100000782,Parent Facility,6780 N West Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2010-09-28,Home Health Agency/Hospice,Hospice,36.8367,-119.82624
406105066,HEALTHCARE CALIFORNIA - PARENT,550000020,Parent Facility,6327 N Fresno St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2020-07-09,Home Health Agency/Hospice,Home Health Agency,36.82894,-119.78144
406105071,BRIGHT HORIZON HOSPICE SERVICES,550001162,Parent Facility,3649 W Beechwood Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2017-11-26,Home Health Agency/Hospice,Hospice,36.83823,-119.85905
406105074,"HEALTHPOINT HOME HEALTH, INC",550001306,Parent Facility,2137 Herndon Ave,Clovis,93611,10,Fresno,Not Applicable,0,Open,2020-11-04,Home Health Agency/Hospice,Home Health Agency,36.83873,-119.67659
406105077,VALLEY HOME HEALTH,550001358,Parent Facility,2511 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2016-05-12,Home Health Agency/Hospice,Home Health Agency,36.80646,-119.83677
406105082,"FRESNO YOSEMITE HEALTH CARE, INC.",550001653,Parent Facility,3100 Willow Ave,Clovis,93612,10,Fresno,Not Applicable,0,Open,2020-11-16,Home Health Agency/Hospice,Home Health Agency,36.79569,-119.7286
406105084,THERAPEUTIC HOME HEALTHCARE,550001755,Parent Facility,5150 N 6th St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2011-11-02,Home Health Agency/Hospice,Home Health Agency,36.81128,-119.7632
406105085,"SEQUOIA HOME HEALTH, INC.",550001622,Parent Facility,900 Pollasky Ave,Clovis,93612,10,Fresno,Not Applicable,0,Open,2012-05-08,Home Health Agency/Hospice,Home Health Agency,36.8192716,-119.7020528
406105087,SAN LORENZO HOME HEALTH,550001857,Parent Facility,4021 N Fresno St,Fresno,93726,10,Fresno,Not Applicable,0,Open,2012-03-07,Home Health Agency/Hospice,Home Health Agency,36.79088,-119.78146
406105096,"OPTUM WOMEN'S AND CHILDREN'S HEALTH, LLC",220000459,Parent Facility,7067 N Mariposa St,Fresno,93720,10,Fresno,Not Applicable,0,Open,2019-03-08,Home Health Agency/Hospice,Home Health Agency,36.83894,-119.77961
406105098,"HEALTHY LIVING AT HOME - FRESNO, LLC",550002343,Parent Facility,1318 E Shaw Ave,Fresno,93710,10,Fresno,Not Applicable,0,Open,2013-08-02,Home Health Agency/Hospice,Home Health Agency,36.80876,-119.76531
406105099,BRIGHT HORIZON HOME HEALTH,550002405,Parent Facility,3649 W Beechwood Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2018-09-19,Home Health Agency/Hospice,Home Health Agency,36.83823,-119.85905
406105105,"VALLEY REGIONAL HOME HEALTH, INC.",550002633,Parent Facility,6311 N Fresno St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2018-12-19,Home Health Agency/Hospice,Home Health Agency,36.82867,-119.78142
406105107,"ST. MARY'S HOSPICE SERVICES, INC.",550002711,Parent Facility,3180 E Shields Ave,Fresno,93726,10,Fresno,Not Applicable,0,Open,2014-06-06,Home Health Agency/Hospice,Hospice,36.77949,-119.77081
406105110,REMEDY HOME CARE,550002697,Parent Facility,3447 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2014-06-03,Home Health Agency/Hospice,Home Health Agency,36.805001,-119.854617
406105111,"SOJOURN HOSPICE AND PALLIATIVE CARE - FRESNO, LLC",550002681,Parent Facility,1318 E Shaw Ave,Fresno,93710,10,Fresno,Not Applicable,0,Open,2014-05-22,Home Health Agency/Hospice,Hospice,36.8103267,-119.7647022
406105114,ARDENT HOSPICE & PALLIATIVE CARE OF FRESNO,550002795,Parent Facility,2040 N Winery Ave,Fresno,93703,10,Fresno,Not Applicable,0,Open,2016-02-01,Home Health Agency/Hospice,Hospice,36.7691,-119.73173
406105123,"HORIZON HOME CARE, LLC",550003100,Parent Facility,255 W Fallbrook Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2019-03-05,Home Health Agency/Hospice,Home Health Agency,36.84934,-119.79631
406105124,"OMNIA HEALTHCARE, LLC",550003082,Parent Facility,105 Bullard Ave,Clovis,93612,10,Fresno,Not Applicable,0,Open,2019-07-23,Home Health Agency/Hospice,Home Health Agency,36.82311,-119.70815
406105130,"OYUNA HOSPICE, INC",550003193,Parent Facility,5067 N Mariposa St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2018-05-18,Home Health Agency/Hospice,Hospice,36.80977,-119.77912
406105131,VIDA CARE HOME HEALTH,550003251,Parent Facility,5100 N 6th St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2015-10-07,Home Health Agency/Hospice,Home Health Agency,36.81068,-119.762801
406105136,GUARDIAN ANGEL HOME CARE OF FRESNO LLC,550003650,Parent Facility,1100 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2018-11-15,Home Health Agency/Hospice,Home Health Agency,36.80851,-119.81148
406105137,PRO HOME HEALTH,550003760,Parent Facility,2350 W Shaw Ave,Fresno,93711,10,Fresno,Not Applicable,0,Open,2017-06-19,Home Health Agency/Hospice,Home Health Agency,36.8084,-119.83368
406105142,CALIFORNIA HOME HEALTH,550003991,Parent Facility,6069 N 1st St,Fresno,93710,10,Fresno,Not Applicable,0,Open,2017-09-22,Home Health Agency/Hospice,Home Health Agency,36.82459,-119.7724
406121036,ST. JOSEPH HOME CARE - HUMBOLDT COUNTY,010000057,Parent Facility,2127 Harrison Ave,Eureka,95501,12,Humboldt,Not Applicable,0,Open,2014-11-01,Home Health Agency/Hospice,Home Health Agency,40.788029,-124.139317
406122313,MAD RIVER COMMUNITY HOSPITAL HOME CARE SERVICE,010000166,Parent Facility,4605 Valley West Blvd,Arcata,95521,12,Humboldt,Not Applicable,0,Open,1983-04-28,Home Health Agency/Hospice,Home Health Agency,40.90028,-124.08288
406124008,"HOSPICE OF HUMBOLDT, INC.",100000737,Parent Facility,3327 Timber Fall Ct,Eureka,95503,12,Humboldt,Not Applicable,0,Open,2015-09-12,Home Health Agency/Hospice,Hospice,40.77924,-124.1358
406124022,ARCADIA HOME HEALTH SERVICE - BRANCH,980000525,Branch,351 E Foothill Blvd,Arcadia,91006,19,Los Angeles,Not Applicable,0,Open,1994-10-01,Home Health Agency/Hospice,Home Health Agency,34.151127,-118.0215617
406124029,BARLOW AT HOME,550000033,Parent Facility,49 E Huntington Dr,Arcadia,91006,19,Los Angeles,Not Applicable,0,Open,2012-09-12,Home Health Agency/Hospice,Home Health Agency,34.1401283,-118.0292149
406134004,UNI CARE HOME CARE INC,080000454,Parent Facility,630 S Brawley Ave,Brawley,92227,13,Imperial,Not Applicable,0,Open,2011-06-24,Home Health Agency/Hospice,Home Health Agency,32.9717761,-115.5424285
406134007,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",080000479,Parent Facility,2344 S 2nd St,El Centro,92243,13,Imperial,Not Applicable,0,Open,1994-07-28,Home Health Agency/Hospice,Home Health Agency,32.77185,-115.54605
406134015,HOSPICE OF IMPERIAL VALLEY,080000570,Parent Facility,137 S 8th St,El Centro,92243,13,Imperial,Not Applicable,0,Open,2014-12-05,Home Health Agency/Hospice,Hospice,32.79207,-115.56135
406134021,GENTIVA HEALTH SERVICES,080000283,Parent Facility,1503 N Imperial Ave,El Centro,92243,13,Imperial,Not Applicable,0,Open,2005-07-01,Home Health Agency/Hospice,Home Health Agency,32.80689,-115.56975
406134025,N YOUR HOME HEALTH CARE,550001205,Parent Facility,515 W Main St,El Centro,92243,13,Imperial,Not Applicable,0,Open,2010-01-21,Home Health Agency/Hospice,Home Health Agency,32.7928,-115.5521673
406134028,HEALTHPEAK HOME HEALTH,550001940,Parent Facility,1486 S Imperial Ave,El Centro,92243,13,Imperial,Not Applicable,0,Open,2014-10-27,Home Health Agency/Hospice,Home Health Agency,32.77999,-115.56974
406134029,ARIA HOSPICE LLC,550002567,Parent Facility,229 S 8th St,El Centro,92243,13,Imperial,Not Applicable,0,Open,2016-08-10,Home Health Agency/Hospice,Hospice,32.79102,-115.56138
